code,description,parent_code
60.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",60
60.14,MONSTERS EN PROEFOPSTELLING,60
60.15,INSTRUCTIE/OPLEIDING,60
60.16,INREGELING EN INBEDRIJFSTELLING,60
60.17,REVISIEBESCHEIDEN,60
60.18,GARANTIES,60
60.21,DEMONTEREN/VERWIJDEREN BESTAANDE VERWARMINGSINSTALLATIES,60
60.22,REINIGEN BESTAANDE VERWARMINGSINSTALLATIES,60
60.26,AANPASSEN BESTAANDE VERWARMINGSINSTALLATIES,60
60.27,HERPLAATSEN BESTAANDE VERWARMINGSINSTALLATIES,60
60.28,ONDERHOUDEN BESTAANDE VERWARMINGSINSTALLATIES,60
60.31,METALEN BUISLEIDINGEN,60
60.32,KUNSTSTOF BUISLEIDINGEN,60
60.33,VERDELERS EN VERZAMELAARS,60
60.34,METALEN KANALEN,60
60.35,KUNSTSTOF KANALEN,60
60.38,VERBINDINGEN,60
60.41,"VERWARMINGSLICHAMEN, NATUURLIJKE AFGIFTE",60
60.42,"VERWARMINGSLICHAMEN, GEFORCEERDE AFGIFTE",60
60.51,CENTRALE WARMTE-OPWEKKINGSAPPARATEN,60
60.52,LOKALE WARMTE-OPWEKKINGSAPPARATEN,60
60.53,DOORSTROOMTOESTELLEN,60
60.60,FLESSEN EN TANKS,60
60.71,APPENDAGES IN LEIDINGEN EN KANALEN,60
60.72,APPENDAGES AAN LEIDINGEN EN KANALEN,60
60.73,APPENDAGES OM LEIDINGEN EN KANALEN,60
60.74,APPENDAGES VERWARMINGSLICHAMEN,60
60.81,ISOLATIE,60
60.82,ISOLATIE-AFWERKINGEN,60
60.83,REGELAPPARATUUR,60
60.88,STELPOSTEN,60
61,VENTILATIE- EN LUCHTBEHANDELINGSINSTALLATIES,
61.00,ALGEMEEN,61
61.11,FUNCTIONELE OMSCHRIJVINGEN,61
61.12,WERKBESCHEIDEN,61
61.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",61
61.14,MONSTERS EN PROEFOPSTELLING,61
61.15,INSTRUCTIE/OPLEIDING,61
61.16,INREGELING EN INBEDRIJFSTELLING,61
61.17,REVISIEBESCHEIDEN,61
61.18,GARANTIES,61
61.20,BESTAAND WERK,61
61.31,MINERALE KANALEN,61
61.32,METALEN KANALEN,61
61.33,KUNSTSTOF KANALEN,61
61.36,VERDELERS EN VERZAMELAARS,61
61.38,VERBINDINGEN,61
61.41,LUCHTBEHANDELINGSKASTEN,61
61.42,"VENTILATIE-, VERWARMINGS- EN BEVOCHTIGINGSAPPARATEN",61
61.43,VENTILATOREN,61
61.51,BINNENROOSTERS,61
61.52,BUITENROOSTERS EN DAKKAPPEN,61
61.60,APPENDAGES,61
61.81,ISOLATIE,61
61.82,ISOLATIE-AFWERKINGEN,61
61.83,REGEL- EN SCHAKELAPPARATUUR,61
61.88,STELPOSTEN,61
62,KOELINSTALLATIES,
62.00,ALGEMEEN,62
62.11,FUNCTIONELE OMSCHRIJVINGEN,62
62.12,WERKBESCHEIDEN,62
62.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",62
62.14,MONSTERS EN PROEFOPSTELLING,62
62.15,INSTRUCTIE/OPLEIDING,62
62.16,INREGELING EN INBEDRIJFSTELLING,62
62.17,REVISIEBESCHEIDEN,62
62.18,GARANTIES,62
62.20,BESTAAND WERK,62
62.31,METALEN BUISLEIDINGEN,62
62.32,KUNSTSTOF BUISLEIDINGEN,62
62.33,VERDELERS EN VERZAMELAARS,62
62.38,VERBINDINGEN,62
62.41,CENTRALE KOELAPPARATEN,62
62.42,LOKALE KOELAPPARATEN,62
62.51,"KOELLICHAMEN, GEFORCEERDE AFGIFTE",62
62.52,"KOELLICHAMEN, NATUURLIJKE AFGIFTE",62
62.60,TANKS,62
62.71,APPENDAGES IN LEIDINGEN,62
62.72,APPENDAGES AAN LEIDINGEN,62
62.73,APPENDAGES OM LEIDINGEN,62
62.74,APPENDAGES KOELLICHAMEN,62
62.81,ISOLATIE,62
62.82,ISOLATIE-AFWERKINGEN,62
62.83,REGELAPPARATUUR,62
62.88,STELPOSTEN,62
68,REGELINSTALLATIES,
68.00,ALGEMEEN,68
68.11,FUNCTIONELE OMSCHRIJVINGEN,68
68.12,WERKBESCHEIDEN,68
68.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",68
68.14,MONSTERS EN PROEFOPSTELLING,68
68.15,INSTRUCTIE/OPLEIDING,68
68.16,"KEURING, INSPECTIE, RAPPORTAGE",68
68.17,REVISIEBESCHEIDEN,68
68.18,GARANTIES,68
68.20,BESTAAND WERK,68
68.31,MEETORGANEN EN OPNEMERS,68
68.32,REGELAARS,68
68.33,CORRIGERENDE ORGANEN,68
68.34,BEDIENENDE ELEMENTEN,68
68.41,VERWERKINGSAPPARATUUR,68
68.51,SCHAKEL- EN VERDEELEENHEDEN,68
68.52,OMVORMERS,68
68.88,STELPOSTEN,68
70,ELEKTROTECHNISCHE INSTALLATIES,
70.00,ALGEMEEN,70
70.11,FUNCTIONELE OMSCHRIJVINGEN,70
70.12,WERKBESCHEIDEN,70
70.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",70
70.14,MONSTERS EN PROEFOPSTELLING,70
70.15,INSTRUCTIE/OPLEIDING,70
70.16,INREGELING EN INBEDRIJFSTELLING,70
70.17,REVISIEBESCHEIDEN,70
70.18,GARANTIES,70
70.21,DEMONTEREN/VERWIJDEREN BESTAANDE ELEKTROTECHNISCHE INSTALLATIES,70
70.26,AANPASSEN BESTAANDE ELEKTROTECHNISCHE INSTALLATIES,70
70.31,TRANSFORMATOREN,70
70.32,AGGREGATEN,70
70.33,OMZETTERS,70
70.34,ACCUMULATOREN,70
70.35,NO-BREAKSYSTEMEN,70
70.36,FILTERS,70
70.37,BLINDSTROOMCOMPENSATOREN,70
70.38,"TRANSFORMATORSTATIONS, VOORAF VERVAARDIGD",70
70.41,KANALISATIE,70
70.42,BUISLEIDINGEN EN SLANGEN,70
70.43,DOORVOERINGEN,70
70.51,"SCHAKEL- EN VERDEELINRICHTINGEN, MIDDENSPANNING",70
70.52,"SCHAKEL- EN VERDEELINRICHTINGEN, LAAGSPANNING",70
70.53,RAILKOKERSYSTEMEN,70
70.54,MEETINSTRUMENTEN,70
70.55,BEVEILIGINGSTOESTELLEN,70
70.61,"ENERGIEKABELS, MIDDENSPANNING",70
70.62,"ENERGIEKABELS, LAAGSPANNING",70
70.63,INFORMATIE- EN SIGNAALKABELS,70
70.64,DRADEN,70
70.65,TOEBEHOREN DRAAD/KABEL,70
70.71,"SCHAKELAARS, MIDDENSPANNING",70
70.72,"SCHAKELAARS, LAAGSPANNING",70
70.73,"CONTACTDOZEN EN AANSLUITMATERIAAL, MIDDENSPANNING",70
70.74,"CONTACTDOZEN EN AANSLUITMATERIAAL, LAAGSPANNING",70
70.75,SCHAKELAARCOMBINATIES,70
70.78,SPANNINGSRAILS,70
70.81,VERLICHTINGSARMATUREN,70
70.82,LAMPEN,70
70.83,VERWARMINGSTOESTELLEN EN KABELS,70
70.84,ELEKTRISCHE TOESTELLEN,70
70.85,LICHTMASTEN,70
70.86,KATHODISCHE BESCHERMING,70
70.87,AARDINGS- EN BLIKSEMAFLEIDERMATERIALEN,70
70.88,STELPOSTEN,70
75,COMMUNICATIE- EN BEVEILIGINGSINSTALLATIES,
75.00,ALGEMEEN,75
75.11,FUNCTIONELE OMSCHRIJVINGEN,75
75.12,WERKBESCHEIDEN,75
75.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",75
75.14,MONSTERS EN PROEFOPSTELLING,75
75.15,BEDIENINGSINSTRUCTIES EN ONDERHOUDSVOORSCHRIFTEN,75
75.16,INREGELING EN INBEDRIJFSTELLING,75
75.17,REVISIEBESCHEIDEN,75
75.18,GARANTIES,75
75.20,BESTAAND WERK,75
75.31,CENTRALE COMMUNICATIE-APPARATUUR,75
75.32,CENTRALE-VERWERKINGSAPPARATUUR,75
75.33,BEDIENINGS-/SIGNALERINGSPANELEN,75
75.37,VOEDINGSAPPARATUUR,75
75.41,SIGNAALZEND-ONTVANGSTAPPARATUUR,75
75.42,SIGNAALBEHANDELINGSAPPARATUUR,75
75.43,SIGNAALONTVANGST-WEERGAVE APPARATUUR,75
75.44,SIGNAALOPNAME-WEERGAVE APPARATUUR,75
75.45,LICHT-/GELUIDSIGNAALAPPARATUUR,75
75.46,COMMUNICATIE-APPARATUUR,75
75.51,REGISTRATIE-APPARATUUR,75
75.52,MELD-/DETECTIE-APPARATUUR,75
75.53,GRENDELINGS-/ONTGRENDELINGSAPPARATUUR,75
75.61,INFORMATIEKABELS/-LEIDINGEN,75
75.62,RANGEERDRADEN/-SNOEREN EN AANSLUITSNOEREN,75
75.65,TOEBEHOREN INFORMATIEKABELS,75
75.71,VERBINDINGSMATERIAAL,75
75.72,SIGNAALVERDELERS,75
75.73,SCHAKEL- EN AANSLUITMATERIAAL,75
75.81,GEGEVENSUITVOERAPPARATUUR,75
75.82,SOFTWARE,75
75.83,GEGEVENSDRAGERS,75
75.88,STELPOSTEN,75
78,GEBOUWENBEHEERSYSTEMEN,
78.00,ALGEMEEN,78
78.11,FUNCTIONELE OMSCHRIJVINGEN,78
78.12,WERKBESCHEIDEN,78
78.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",78
78.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",78
78.15,INSTRUCTIE/OPLEIDING,78
78.16,INREGELING EN INBEDRIJFSTELLING,78
78.17,REVISIEBESCHEIDEN,78
78.18,GARANTIES,78
78.31,BUSLEIDINGEN/-RAILSYSTEMEN,78
78.41,SYSTEEMCOMPONENTEN BUSSYSTEMEN,78
78.51,SENSOR-/AANSTURINGSCOMPONENTEN BUSSYSTEMEN,78
78.61,SCHAKELACTOR-/REGELCOMPONENTEN BUSSYSTEMEN,78
78.75,OVERSPANNINGSBEVEILIGINGSCOMPONENTEN,78
78.81,SYSTEEM TOEBEHOREN,78
78.88,STELPOSTEN,78
80,LIFTINSTALLATIES,
80.00,ALGEMEEN,80
80.11,FUNCTIONELE OMSCHRIJVINGEN,80
80.12,WERKBESCHEIDEN,80
80.13,"BEPROEVING, CONTROLE, INSPECTIE, KEURING, METING EN OPNEMING",80
80.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",80
80.15,INSTRUCTIE/OPLEIDING,80
80.16,"KEURING, INSPECTIE, RAPPORTAGE",80
80.17,REVISIEBESCHEIDEN,80
80.18,GARANTIES,80
80.21,DEMONTEREN/VERWIJDEREN BESTAANDE LIFTINSTALLATIES,80
80.25,HERSTELLEN BESTAANDE LIFTINSTALLATIES,80
80.26,AANPASSEN BESTAANDE LIFTINSTALLATIES,80
80.31,LIFTKOOIEN,80
80.32,"CONSTRUCTIES IN SCHACHT, MACHINE- EN SCHIJVENRUIMTE",80
80.33,AANDRIJVINGEN,80
80.34,BESTURING EN SIGNALERING,80
80.35,SCHACHTTOEGANGEN,80
80.51,LIFTEN VOOR MINDER MOBIELE PERSONEN,80
80.61,FIETSLIFTEN,80
80.80,TOEBEHOREN,80
80.88,STELPOSTEN,80
81,ROLTRAPPEN EN ROLPADEN,
81.00,ALGEMEEN,81
81.11,FUNCTIONELE OMSCHRIJVINGEN,81
81.12,WERKBESCHEIDEN,81
81.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",81
81.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",81
81.15,INSTRUCTIE/OPLEIDING,81
81.16,INREGELING EN INBEDRIJFSTELLING,81
81.17,REVISIEBESCHEIDEN,81
81.18,GARANTIES,81
81.20,BESTAAND WERK,81
81.30,ROLTRAPPEN EN ROLPADEN,81
81.88,STELPOSTEN,81
82,HIJS- EN HEFINSTALLATIES,
82.00,ALGEMEEN,82
82.11,FUNCTIONELE OMSCHRIJVINGEN,82
82.12,WERKBESCHEIDEN,82
82.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",82
82.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",82
82.15,INSTRUCTIE/OPLEIDING,82
82.16,"KEURING, INSPECTIE, RAPPORTAGE",82
82.17,REVISIEBESCHEIDEN,82
82.18,GARANTIES,82
82.20,BESTAAND WERK,82
82.31,KRAANINSTALLATIES,82
82.35,TAKEL/LIER/TREK,82
82.41,HEFPLATEAU,82
82.51,HEFTAFEL,82
82.61,HEFBRUG,82
82.71,DOCKLEVELLER,82
82.80,OVERIGE HIJSINSTALLATIES,82
82.88,STELPOSTEN,82
83,GOEDERENTRANSPORT- EN -DISTRIBUTIESYSTEMEN,
83.00,ALGEMEEN,83
84,GEVELONDERHOUDINSTALLATIES,
84.00,ALGEMEEN,84
84.11,FUNCTIONELE OMSCHRIJVINGEN,84
84.12,WERKBESCHEIDEN,84
84.13,"BEPROEVEN, CONTROLEREN, KEUREN, INREGELEN, IN BEDRIJF STELLEN",84
84.14,"MONSTERS, PROEFOPSTELLINGEN EN PROEFVLAKKEN",84
84.15,INSTRUCTIE/OPLEIDING,84
84.16,"KEURING, INSPECTIE, RAPPORTAGE",84
84.17,REVISIEBESCHEIDEN,84
84.18,GARANTIES,84
84.20,BESTAAND WERK,84
84.30,RAILTRAJECTEN,84
84.40,DAKBALKEN EN -HAKEN,84
84.50,DAK- EN GEVELWAGENS,84
84.60,HANGSTEIGERS,84
84.70,GEVELLADDERS,84
84.80,GEVELBESCHERMINGSVOORZIENINGEN,84
84.88,STELPOSTEN,84
